support,itemsets
0.05072,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_m_hash=L', 'desplazado_hash=A', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP'})"
0.05084,"frozenset({'total_n_wifi_days=Low', 'estudios_m_hash=L', 'desplazado_hash=A', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.07214,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'estudios_m_hash=L', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.07208,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'estudios_m_hash=L', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP'})"
0.07222,"frozenset({'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'estudios_m_hash=L', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.07214,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'desplazado_hash=A', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.05588,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_m_hash=L', 'desplazado_hash=A', 'total_pft_assignment_submissions=Low', 'nota10_hash=Medium', 'total_pft_visits=Low'})"
0.05586,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_m_hash=L', 'desplazado_hash=A', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'nota10_hash=Medium'})"
0.05596,"frozenset({'total_n_wifi_days=Low', 'estudios_m_hash=L', 'desplazado_hash=A', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'total_pft_visits=Low'})"
0.05584,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_m_hash=L', 'desplazado_hash=A', 'total_resource_events=Low', 'nota10_hash=Medium', 'total_pft_visits=Low'})"
0.07888,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'desplazado_hash=A', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'total_pft_visits=Low'})"
0.13918,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'estudios_m_hash=L', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.13894,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP'})"
0.13908,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.1389,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_m_hash=L', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.0636,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'desplazado_hash=A', 'total_n_wifi_days=Medium', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.06344,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'desplazado_hash=A', 'total_n_wifi_days=Medium', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP'})"
0.06352,"frozenset({'estudios_m_hash=L', 'desplazado_hash=A', 'total_n_wifi_days=Medium', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.06346,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'desplazado_hash=A', 'total_n_wifi_days=Medium', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.20258,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.20868,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_m_hash=L', 'desplazado_hash=A', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'total_pft_visits=Low'})"
0.07422,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'desplazado_hash=A', 'total_n_wifi_days=Medium', 'total_resource_events=Low', 'total_pft_visits=Low'})"
0.05204,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_pft_visits=Low', 'estudios_m_hash=T'})"
0.05202,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'estudios_m_hash=T'})"
0.05202,"frozenset({'total_n_wifi_days=Low', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_m_hash=T'})"
0.05204,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_p_hash=T', 'desplazado_hash=A', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_m_hash=T'})"
0.0613,"frozenset({'total_pft_events=Low', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_m_hash=T'})"
0.05604,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_m_hash=T'})"
0.05598,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'estudios_m_hash=T'})"
0.056,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_m_hash=T'})"
0.056,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_m_hash=T'})"
0.07128,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_m_hash=T'})"
0.09432,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_m_hash=T'})"
0.0519,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_pft_visits=Low', 'estudios_p_hash=F', 'nota10_hash=Low'})"
0.05184,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'estudios_p_hash=F', 'nota10_hash=Low'})"
0.0519,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=F', 'nota10_hash=Low'})"
0.05184,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=F', 'nota10_hash=Low'})"
0.06454,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=F', 'nota10_hash=Low'})"
0.05246,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'nota10_hash=Medium', 'total_pft_visits=Low', 'estudios_p_hash=F'})"
0.09966,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=F'})"
0.09962,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=F'})"
0.09968,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=F'})"
0.0996,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=F'})"
0.13548,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=F'})"
0.15654,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=F'})"
0.07358,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.07322,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=L'})"
0.07326,"frozenset({'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.0732,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.07558,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.0577,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=L', 'nota10_hash=Low'})"
0.0628,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.06278,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'estudios_p_hash=L'})"
0.06288,"frozenset({'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.06284,"frozenset({'total_pft_events=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.06866,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'nota10_hash=Medium', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.1276,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.12726,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=L'})"
0.12736,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.12724,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.0573,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_n_wifi_days=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.05718,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_n_wifi_days=Medium', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=L'})"
0.05716,"frozenset({'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_n_wifi_days=Medium', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.05718,"frozenset({'total_pft_events=Low', 'desplazado_hash=A', 'total_n_wifi_days=Medium', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.18456,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.19228,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.06686,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_n_wifi_days=Medium', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.06482,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.06466,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP'})"
0.0647,"frozenset({'total_n_wifi_days=Low', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.06464,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_p_hash=T', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.08354,"frozenset({'total_pft_events=Low', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.1065,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'total_pft_visits=Low'})"
0.08532,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.08502,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP'})"
0.08518,"frozenset({'total_n_wifi_days=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.08506,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'nota10_hash=High', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.1325,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.08838,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'total_pft_visits=Low'})"
0.1061,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'nota10_hash=Low'})"
0.10592,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'nota10_hash=Low'})"
0.10588,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'nota10_hash=Low'})"
0.10588,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'nota10_hash=Low'})"
0.13294,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'nota10_hash=Low'})"
0.14204,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'total_pft_visits=Low', 'nota10_hash=Low'})"
0.10538,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.1053,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP'})"
0.1054,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.10524,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.14416,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.11706,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'nota10_hash=Medium', 'total_pft_visits=Low'})"
0.30088,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.115,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=A', 'total_n_wifi_days=Medium', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.05942,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'estudios_p_hash=F'})"
0.05654,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.05646,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B'})"
0.05656,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.05648,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.07958,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.09652,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.07146,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.07114,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'estudios_p_hash=L'})"
0.07128,"frozenset({'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.0712,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.07768,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.07746,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'estudios_p_hash=L'})"
0.07752,"frozenset({'total_n_wifi_days=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.07746,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.1043,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.05578,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.05542,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B'})"
0.05554,"frozenset({'nota10_hash=High', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.05556,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.05786,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.07682,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.07654,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B'})"
0.07664,"frozenset({'total_n_wifi_days=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.07656,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.1108,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.12036,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.06308,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'estudios_m_hash=T'})"
0.05648,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'estudios_p_hash=F'})"
0.05642,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'estudios_p_hash=F'})"
0.05652,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'estudios_p_hash=F'})"
0.05646,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'estudios_p_hash=F'})"
0.07922,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'estudios_p_hash=F'})"
0.09392,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'estudios_p_hash=F'})"
0.06458,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.06438,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'estudios_p_hash=L'})"
